0,1,1,1,1,51,52,1,1,1,1,2,-1,-1,0,1,1,1,1,51,52,1,1,1,1,2
8,-1,-1,-1,-1,11,13,-1,-1,-1,-1,10,-1,-1,8,-1,-1,-1,-1,11,13,-1,-1,-1,-1,10
8,-1,3,5,-1,11,13,-1,3,5,-1,10,-1,-1,8,-1,3,5,-1,11,13,-1,3,5,-1,10
8,-1,11,13,-1,11,13,-1,11,13,-1,10,-1,-1,8,-1,11,13,-1,11,13,-1,11,13,-1,10
8,-1,19,21,-1,11,13,-1,19,21,-1,10,-1,-1,8,-1,19,21,-1,11,13,-1,19,21,-1,10
8,-1,-1,-1,-1,11,13,-1,-1,-1,-1,10,-1,-1,8,-1,-1,-1,-1,11,13,-1,-1,-1,-1,10
8,-1,3,5,-1,11,13,-1,3,5,-1,10,-1,-1,8,-1,3,5,-1,11,13,-1,3,5,-1,10
8,-1,11,13,-1,11,13,-1,11,13,-1,10,-1,-1,8,-1,11,13,-1,11,13,-1,11,13,-1,10
8,-1,11,13,-1,11,13,-1,11,13,-1,10,-1,-1,8,-1,11,13,-1,11,13,-1,11,13,-1,10
8,-1,19,21,-1,19,21,-1,19,21,-1,10,-1,-1,8,-1,19,21,-1,19,21,-1,19,21,-1,10
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
8,-1,3,5,-1,3,5,-1,3,5,-1,10,-1,-1,8,-1,3,5,-1,3,5,-1,3,5,-1,10
8,-1,11,13,-1,11,13,-1,11,13,-1,10,-1,-1,8,-1,11,13,-1,11,13,-1,11,13,-1,10
8,-1,19,21,-1,19,21,-1,19,21,-1,41,42,42,43,-1,19,21,-1,19,21,-1,19,21,-1,10
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
8,-1,3,4,4,4,4,4,4,5,-1,3,4,4,5,-1,3,4,4,4,4,4,4,5,-1,10
8,-1,11,-1,-1,-1,-1,-1,-1,13,-1,11,-1,-1,13,-1,11,-1,-1,-1,-1,-1,-1,13,-1,10
8,-1,11,-1,-1,-1,-1,-1,-1,13,-1,11,-1,-1,13,-1,11,-1,-1,-1,-1,-1,-1,13,-1,10
8,-1,19,20,20,20,20,20,20,21,-1,19,20,20,21,-1,19,20,20,20,20,20,20,21,-1,10
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
48,4,39,-1,38,4,4,4,4,4,39,-1,38,39,-1,38,4,4,4,4,4,39,-1,38,4,49
56,20,47,-1,46,20,20,20,20,20,47,-1,46,47,-1,46,20,20,20,20,20,47,-1,46,20,57
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
8,-1,3,4,5,-1,3,4,4,4,4,4,4,4,4,4,4,4,4,5,-1,3,4,5,-1,10
8,-1,11,-1,13,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,11,-1,13,-1,10
8,-1,11,-1,13,-1,11,-1,23,20,20,20,20,20,20,20,20,22,-1,13,-1,11,-1,13,-1,10
8,-1,11,-1,13,-1,11,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,13,-1,11,-1,13,-1,10
8,-1,19,20,21,-1,19,20,21,-1,25,26,26,26,26,27,-1,19,20,21,-1,19,20,21,-1,10
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,10
16,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,-1,16,17,17,17,17,17,17,17,17,17,18
